id,fileName,genre,feeling,Arousal,Attention,Certainty,Commitment,Dominance,Enjoyment,Identity,Obstruction,Safety,Valence,Familiarity,url,A,B,C,D,E,F,G,H,I,J,K,L,M
208,4hKQz-WeHpQ_1170.mp3,E,"39% Calm, relaxing, serene, 39% Dreamy, 25% Tender, longing, 19% Romantic, loving, 19% Sad, depressing, 17% Compassionate, sympathetic, 14% Beautiful, 14% Eerie, mysterious, 14% Transcendent, mystical, 8% Bittersweet, 6% Anxious, tense, 6% Entrancing, 3% Awe-inspiring, amazing, 3% Erotic, desirous, 3% Painful",4.1,5.2,5.1,5.8,3.7,5.7,5.1,3.6,5.9,5.8,4.9,https://www.youtube.com/watch?v=4hKQz-WeHpQ,0.0,0.0,0.06,0.14,0.39,0.39,0.0,0.03,0.0,0.0,0.19,0.0,0.0
209,4lIrMN3Nfro_1156.mp3,E,"32% Calm, relaxing, serene, 26% Dreamy, 26% Tender, longing, 24% Romantic, loving, 13% Beautiful, 13% Compassionate, sympathetic, 13% Transcendent, mystical, 11% Awe-inspiring, amazing, 11% Bittersweet, 8% Euphoric, ecstatic, 8% Sad, depressing, 5% Entrancing, 5% Exciting, 5% Joyful, cheerful, 5% Triumphant, heroic, 3% Anxious, tense, 3% Eerie, mysterious, 3% Goose bumps, 3% Painful, 3% Proud, strong",4.5,5.0,4.6,5.4,3.7,4.8,5.2,4.3,6.0,5.7,4.7,https://www.youtube.com/watch?v=4lIrMN3Nfro,0.0,0.0,0.03,0.13,0.32,0.26,0.0,0.0,0.0,0.05,0.08,0.0,0.05
210,4r1IJwQDssg_3.mp3,E,"54% Calm, relaxing, serene, 31% Beautiful, 31% Romantic, loving, 29% Dreamy, 26% Compassionate, sympathetic, 20% Tender, longing, 14% Bittersweet, 11% Entrancing, 11% Joyful, cheerful, 6% Awe-inspiring, amazing, 6% Transcendent, mystical, 3% Anxious, tense, 3% Energizing, pump-up, 3% Exciting, 3% Indignant, defiant, 3% Sad, depressing",4.8,5.7,5.2,5.4,3.6,6.4,5.3,4.2,5.9,5.4,5.2,https://www.youtube.com/watch?v=4r1IJwQDssg,0.0,0.0,0.03,0.31,0.54,0.29,0.03,0.0,0.03,0.11,0.03,0.0,0.0
211,4w8PCYlzlmg_163.mp3,E,"56% Calm, relaxing, serene, 44% Beautiful, 31% Compassionate, sympathetic, 28% Dreamy, 28% Romantic, loving, 14% Tender, longing, 6% Bittersweet, 6% Entrancing, 6% Sad, depressing, 3% Amusing, 3% Awe-inspiring, amazing, 3% Eerie, mysterious, 3% Goose bumps, 3% Indignant, defiant, 3% Joyful, cheerful, 3% Painful",4.5,5.8,5.9,5.2,4.0,5.6,5.2,3.4,5.6,6.1,4.6,https://www.youtube.com/watch?v=4w8PCYlzlmg,0.03,0.0,0.0,0.44,0.56,0.28,0.0,0.0,0.03,0.03,0.06,0.0,0.0
212,502.m4a.mp3,K,"54% Sad, depressing, 29% Calm, relaxing, serene, 18% Awe-inspiring, amazing, 18% Compassionate, sympathetic, 14% Eerie, mysterious, 14% Tender, longing, 11% Painful, 11% Romantic, loving, 11% Scary, fearful, 7% Anxious, tense, 7% Bittersweet, 7% Entrancing, 7% Transcendent, mystical, 7% Triumphant, heroic, 4% Beautiful, 4% Dreamy, 4% Exciting",4.5,4.8,4.3,4.4,4.3,5.0,4.5,5.3,4.6,4.0,4.3,https://www.google.com/search?q=Arvo Pärt Symphony No. 3 - part 2,0.0,0.0,0.07,0.04,0.29,0.04,0.0,0.0,0.0,0.0,0.54,0.11,0.07
213,503.m4a.mp3,M,"31% Awe-inspiring, amazing, 31% Triumphant, heroic, 23% Sad, depressing, 23% Tender, longing, 23% Transcendent, mystical, 19% Beautiful, 19% Compassionate, sympathetic, 19% Proud, strong, 15% Romantic, loving, 12% Bittersweet, 12% Calm, relaxing, serene, 8% Eerie, mysterious, 8% Painful, 4% Anxious, tense, 4% Entrancing, 4% Goose bumps",4.1,5.3,5.3,6.1,3.8,5.1,4.8,4.0,5.6,5.1,4.3,https://www.google.com/search?q=Arvo Pärt Symphony No. 3 - part 3,0.0,0.0,0.04,0.19,0.12,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.31
214,505.m4a.mp3,K,"34% Beautiful, 31% Sad, depressing, 24% Bittersweet, 21% Compassionate, sympathetic, 21% Tender, longing, 17% Calm, relaxing, serene, 17% Dreamy, 17% Transcendent, mystical, 14% Eerie, mysterious, 14% Entrancing, 14% Romantic, loving, 7% Awe-inspiring, amazing, 7% Scary, fearful, 7% Triumphant, heroic, 3% Amusing, 3% Anxious, tense, 3% Energizing, pump-up, 3% Exciting, 3% Nauseating, revolting, 3% Painful",5.6,5.7,5.0,5.5,4.1,6.5,5.5,4.4,5.3,6.5,5.3,https://www.google.com/search?q=Arvo Pärt Tabula Rasa - Silentium,0.03,0.0,0.03,0.34,0.17,0.17,0.03,0.0,0.0,0.0,0.31,0.07,0.07
215,510.m4a.mp3,D,"33% Awe-inspiring, amazing, 33% Transcendent, mystical, 26% Beautiful, 26% Compassionate, sympathetic, 15% Calm, relaxing, serene, 15% Triumphant, heroic, 11% Entrancing, 11% Euphoric, ecstatic, 11% Sad, depressing, 7% Dreamy, 7% Eerie, mysterious, 7% Proud, strong, 7% Tender, longing, 4% Anxious, tense, 4% Bittersweet, 4% Goose bumps, 4% Nauseating, revolting, 4% Painful, 4% Romantic, loving, 4% Scary, fearful",4.9,4.9,5.0,4.8,4.4,5.4,5.5,3.6,4.7,4.9,5.1,https://www.google.com/search?q=Arvo Pärt te deum v berliner messe gloria,0.0,0.0,0.04,0.26,0.15,0.07,0.0,0.0,0.0,0.0,0.11,0.04,0.15
216,517.m4a.mp3,F,"38% Transcendent, mystical, 35% Awe-inspiring, amazing, 27% Calm, relaxing, serene, 27% Eerie, mysterious, 15% Sad, depressing, 12% Dreamy, 12% Entrancing, 12% Triumphant, heroic, 8% Beautiful, 8% Compassionate, sympathetic, 8% Euphoric, ecstatic, 8% Goose bumps, 8% Scary, fearful, 4% Annoying, 4% Anxious, tense, 4% Bittersweet, 4% Proud, strong",3.0,5.0,4.9,4.6,4.0,3.9,4.3,3.5,5.1,3.6,5.0,https://www.google.com/search?q=Arvo Pärt de profundis - 02 - missa sillabica - kyrie,0.0,0.04,0.04,0.08,0.27,0.12,0.0,0.0,0.0,0.0,0.15,0.08,0.12
217,521.m4a.mp3,D,"44% Beautiful, 30% Awe-inspiring, amazing, 30% Transcendent, mystical, 26% Calm, relaxing, serene, 26% Compassionate, sympathetic, 22% Dreamy, 19% Eerie, mysterious, 11% Entrancing, 11% Euphoric, ecstatic, 11% Proud, strong, 11% Triumphant, heroic, 7% Romantic, loving, 4% Goose bumps, 4% Joyful, cheerful, 4% Scary, fearful, 4% Tender, longing",4.8,5.6,5.5,5.1,4.1,4.5,4.9,3.9,5.9,5.0,4.8,https://www.google.com/search?q=Arvo Pärt de profundis - 10 - cantate domino (psalm 95),0.0,0.0,0.0,0.44,0.26,0.22,0.0,0.0,0.0,0.04,0.0,0.04,0.11
218,522.m4a.mp3,K,"46% Eerie, mysterious, 42% Sad, depressing, 27% Calm, relaxing, serene, 19% Scary, fearful, 12% Anxious, tense, 12% Beautiful, 12% Compassionate, sympathetic, 12% Dreamy, 12% Goose bumps, 8% Bittersweet, 8% Nauseating, revolting, 8% Painful, 8% Tender, longing, 4% Amusing, 4% Angry, 4% Awe-inspiring, amazing, 4% Euphoric, ecstatic, 4% Indignant, defiant, 4% Proud, strong, 4% Romantic, loving, 4% Transcendent, mystical, 4% Triumphant, heroic",3.8,6.2,4.7,4.8,3.6,4.6,4.4,4.9,4.9,4.4,6.0,"https://www.google.com/search?q=Arvo Pärt arvo part (gidon kremer, keith jarret) - tabula rasa - 01 -",0.04,0.0,0.12,0.12,0.27,0.12,0.0,0.0,0.04,0.0,0.42,0.19,0.04
219,523.m4a.mp3,K,"27% Bittersweet, 20% Calm, relaxing, serene, 17% Transcendent, mystical, 13% Beautiful, 13% Compassionate, sympathetic, 13% Dreamy, 13% Painful, 13% Sad, depressing, 10% Anxious, tense, 10% Awe-inspiring, amazing, 10% Triumphant, heroic, 7% Eerie, mysterious, 7% Romantic, loving, 3% Entrancing, 3% Euphoric, ecstatic, 3% Scary, fearful, 3% Tender, longing",3.4,4.5,4.0,4.2,3.0,4.1,4.1,3.8,4.6,3.6,3.9,"https://www.google.com/search?q=Arvo Pärt arvo part (gidon kremer, keith jarret) - tabula rasa - 02 -",0.0,0.0,0.1,0.13,0.2,0.13,0.0,0.0,0.0,0.0,0.13,0.03,0.1
220,526.m4a.mp3,E,"37% Beautiful, 37% Calm, relaxing, serene, 33% Sad, depressing, 30% Compassionate, sympathetic, 22% Tender, longing, 19% Romantic, loving, 11% Bittersweet, 11% Eerie, mysterious, 11% Transcendent, mystical, 7% Dreamy, 7% Entrancing, 7% Triumphant, heroic, 4% Awe-inspiring, amazing, 4% Erotic, desirous, 4% Proud, strong",4.6,5.4,5.8,5.0,3.4,6.7,5.1,4.1,5.7,6.1,5.7,"https://www.google.com/search?q=Arvo Pärt arvo part (gidon kremer, keith jarret) - tabula rasa - 06 -",0.0,0.0,0.0,0.37,0.37,0.07,0.0,0.04,0.0,0.0,0.33,0.0,0.07
221,53M6EVfZTNA_17.mp3,K,"43% Calm, relaxing, serene, 34% Compassionate, sympathetic, 31% Sad, depressing, 26% Bittersweet, 23% Beautiful, 17% Dreamy, 14% Romantic, loving, 14% Tender, longing, 11% Eerie, mysterious, 9% Awe-inspiring, amazing, 9% Entrancing, 6% Painful, 6% Scary, fearful, 3% Amusing, 3% Anxious, tense, 3% Erotic, desirous, 3% Goose bumps, 3% Transcendent, mystical",4.1,6.4,5.2,5.5,3.9,6.4,5.6,3.3,5.6,6.2,5.5,https://www.youtube.com/watch?v=53M6EVfZTNA,0.03,0.0,0.03,0.23,0.43,0.17,0.0,0.03,0.0,0.0,0.31,0.06,0.0
222,542.m4a.mp3,D,"32% Beautiful, 32% Romantic, loving, 29% Dreamy, 21% Calm, relaxing, serene, 21% Compassionate, sympathetic, 21% Tender, longing, 14% Awe-inspiring, amazing, 14% Joyful, cheerful, 11% Bittersweet, 11% Eerie, mysterious, 11% Entrancing, 11% Sad, depressing, 7% Exciting, 7% Triumphant, heroic, 4% Amusing, 4% Euphoric, ecstatic, 4% Goose bumps, 4% Transcendent, mystical",5.5,5.2,5.3,5.0,5.2,4.6,5.1,4.8,5.0,4.8,5.2,https://www.google.com/search?q=Astor Piazzolla Oblivion,0.04,0.0,0.0,0.32,0.21,0.29,0.0,0.0,0.0,0.14,0.11,0.0,0.07
223,55FP1LfkkVQ_70.mp3,K,"27% Eerie, mysterious, 27% Sad, depressing, 23% Compassionate, sympathetic, 15% Calm, relaxing, serene, 15% Romantic, loving, 8% Anxious, tense, 8% Beautiful, 8% Bittersweet, 8% Entrancing, 8% Tender, longing, 8% Transcendent, mystical, 4% Awe-inspiring, amazing, 4% Dreamy, 4% Energizing, pump-up, 4% Euphoric, ecstatic, 4% Goose bumps, 4% Indignant, defiant, 4% Joyful, cheerful, 4% Nauseating, revolting, 4% Scary, fearful, 4% Triumphant, heroic",3.8,4.9,5.0,5.5,3.6,4.9,4.3,3.8,5.1,4.0,4.6,https://www.youtube.com/watch?v=55FP1LfkkVQ,0.0,0.0,0.08,0.08,0.15,0.04,0.04,0.0,0.04,0.04,0.27,0.04,0.04
224,55pMiWySNxA_32.mp3,J,"23% Calm, relaxing, serene, 23% Joyful, cheerful, 17% Romantic, loving, 11% Beautiful, 11% Energizing, pump-up, 11% Entrancing, 9% Compassionate, sympathetic, 9% Euphoric, ecstatic, 9% Exciting, 9% Tender, longing, 6% Awe-inspiring, amazing, 6% Sad, depressing, 6% Transcendent, mystical, 3% Amusing, 3% Anxious, tense, 3% Bittersweet, 3% Dreamy, 3% Erotic, desirous, 3% Indignant, defiant, 3% Proud, strong, 3% Scary, fearful",5.2,4.7,4.8,5.2,4.8,4.6,4.9,3.9,5.9,5.7,4.2,https://www.youtube.com/watch?v=55pMiWySNxA,0.03,0.0,0.03,0.11,0.23,0.03,0.11,0.03,0.03,0.23,0.06,0.03,0.0
225,564.m4a.mp3,B,"46% Annoying, 32% Anxious, tense, 21% Angry, 21% Eerie, mysterious, 21% Energizing, pump-up, 14% Goose bumps, 14% Nauseating, revolting, 11% Exciting, 11% Indignant, defiant, 11% Painful, 11% Scary, fearful, 7% Amusing, 7% Awe-inspiring, amazing, 7% Bittersweet, 7% Dreamy, 7% Euphoric, ecstatic, 7% Sad, depressing, 7% Transcendent, mystical, 4% Entrancing, 4% Erotic, desirous, 4% Joyful, cheerful",5.0,3.9,4.4,3.7,5.6,2.8,3.7,5.2,4.1,3.1,3.2,https://www.google.com/search?q=Atlas Sound After Class,0.07,0.46,0.32,0.0,0.0,0.07,0.21,0.04,0.11,0.04,0.07,0.11,0.0
226,568.m4a.mp3,J,"28% Energizing, pump-up, 24% Calm, relaxing, serene, 24% Entrancing, 17% Eerie, mysterious, 17% Joyful, cheerful, 14% Dreamy, 10% Annoying, 10% Anxious, tense, 10% Euphoric, ecstatic, 7% Compassionate, sympathetic, 3% Awe-inspiring, amazing, 3% Exciting, 3% Goose bumps, 3% Indignant, defiant, 3% Proud, strong, 3% Scary, fearful, 3% Transcendent, mystical, 3% Triumphant, heroic",4.6,4.3,4.5,4.7,4.4,4.8,5.1,4.1,5.1,5.0,4.0,https://www.google.com/search?q=Atlas Sound Quick Canal (w/Laetitia Sadier),0.0,0.1,0.1,0.0,0.24,0.14,0.28,0.0,0.03,0.17,0.0,0.03,0.03
227,576.m4a.mp3,F,"53% Eerie, mysterious, 30% Anxious, tense, 27% Annoying, 27% Dreamy, 23% Scary, fearful, 20% Transcendent, mystical, 13% Goose bumps, 10% Calm, relaxing, serene, 7% Awe-inspiring, amazing, 7% Beautiful, 7% Entrancing, 7% Nauseating, revolting, 3% Amusing, 3% Erotic, desirous, 3% Euphoric, ecstatic, 3% Painful",4.6,3.9,3.4,3.9,4.4,3.4,4.2,5.9,3.7,3.0,4.1,https://www.google.com/search?q=Atlas Sound Doldrums,0.03,0.27,0.3,0.07,0.1,0.27,0.0,0.03,0.0,0.0,0.0,0.23,0.0
228,59EBD48gNZs_15.mp3,I,"39% Energizing, pump-up, 36% Proud, strong, 27% Indignant, defiant, 21% Angry, 21% Exciting, 12% Triumphant, heroic, 9% Annoying, 9% Anxious, tense, 9% Joyful, cheerful, 6% Euphoric, ecstatic, 6% Nauseating, revolting, 3% Amusing, 3% Awe-inspiring, amazing, 3% Bittersweet, 3% Calm, relaxing, serene, 3% Painful, 3% Scary, fearful",6.9,5.7,5.6,5.8,5.6,5.6,5.7,3.4,5.1,6.0,6.7,https://www.youtube.com/watch?v=59EBD48gNZs,0.03,0.09,0.09,0.0,0.03,0.0,0.39,0.0,0.27,0.09,0.0,0.03,0.12
229,5D3Nl1GZzuw_0.mp3,H,"28% Eerie, mysterious, 25% Erotic, desirous, 25% Romantic, loving, 19% Calm, relaxing, serene, 17% Dreamy, 14% Bittersweet, 14% Entrancing, 11% Energizing, pump-up, 11% Tender, longing, 8% Beautiful, 8% Euphoric, ecstatic, 6% Compassionate, sympathetic, 6% Exciting, 6% Transcendent, mystical, 3% Amusing, 3% Annoying, 3% Awe-inspiring, amazing, 3% Goose bumps, 3% Joyful, cheerful, 3% Nauseating, revolting, 3% Proud, strong, 3% Sad, depressing, 3% Triumphant, heroic",4.4,5.3,5.1,5.1,4.5,5.1,5.1,3.9,4.8,5.4,5.3,https://www.youtube.com/watch?v=5D3Nl1GZzuw,0.03,0.03,0.0,0.08,0.19,0.17,0.11,0.25,0.0,0.03,0.03,0.0,0.03
230,5GZGUM6j9tQ_0.mp3,E,"40% Calm, relaxing, serene, 26% Compassionate, sympathetic, 23% Dreamy, 23% Tender, longing, 14% Eerie, mysterious, 14% Entrancing, 11% Romantic, loving, 11% Sad, depressing, 11% Transcendent, mystical, 9% Beautiful, 6% Bittersweet, 3% Anxious, tense, 3% Awe-inspiring, amazing, 3% Energizing, pump-up, 3% Euphoric, ecstatic, 3% Painful, 3% Proud, strong",4.1,5.1,5.1,4.7,4.4,4.9,4.3,4.3,4.6,5.1,4.4,https://www.youtube.com/watch?v=5GZGUM6j9tQ,0.0,0.0,0.03,0.09,0.4,0.23,0.03,0.0,0.0,0.0,0.11,0.0,0.0
231,5GZGUM6j9tQ_190.mp3,E,"49% Calm, relaxing, serene, 41% Dreamy, 30% Compassionate, sympathetic, 27% Tender, longing, 22% Romantic, loving, 22% Sad, depressing, 19% Beautiful, 16% Transcendent, mystical, 11% Entrancing, 8% Awe-inspiring, amazing, 8% Bittersweet, 3% Eerie, mysterious, 3% Energizing, pump-up, 3% Painful",4.2,6.3,5.5,5.6,3.5,5.9,5.3,4.3,5.9,5.3,5.3,https://www.youtube.com/watch?v=5GZGUM6j9tQ,0.0,0.0,0.0,0.19,0.49,0.41,0.03,0.0,0.0,0.0,0.22,0.0,0.0
232,5HNICTCfMCw_122.mp3,C,"25% Eerie, mysterious, 20% Anxious, tense, 18% Sad, depressing, 14% Calm, relaxing, serene, 14% Compassionate, sympathetic, 11% Beautiful, 9% Scary, fearful, 7% Awe-inspiring, amazing, 7% Bittersweet, 7% Dreamy, 7% Indignant, defiant, 7% Romantic, loving, 5% Annoying, 5% Energizing, pump-up, 5% Entrancing, 5% Goose bumps, 5% Proud, strong, 5% Tender, longing, 5% Transcendent, mystical, 2% Angry, 2% Euphoric, ecstatic, 2% Exciting, 2% Joyful, cheerful, 2% Painful, 2% Triumphant, heroic",4.3,5.8,5.5,5.6,4.7,6.5,4.5,4.4,5.5,5.2,4.8,https://www.youtube.com/watch?v=5HNICTCfMCw,0.0,0.05,0.2,0.11,0.14,0.07,0.05,0.0,0.07,0.02,0.18,0.09,0.02
233,5LitDGyxFh4_15.mp3,A,"30% Energizing, pump-up, 22% Amusing, 22% Exciting, 19% Triumphant, heroic, 15% Indignant, defiant, 11% Joyful, cheerful, 11% Proud, strong, 7% Beautiful, 7% Calm, relaxing, serene, 7% Dreamy, 7% Entrancing, 7% Erotic, desirous, 7% Euphoric, ecstatic, 4% Annoying, 4% Compassionate, sympathetic, 4% Nauseating, revolting, 4% Romantic, loving, 4% Scary, fearful, 4% Tender, longing",6.3,4.7,5.6,4.9,5.7,5.3,5.4,4.3,4.6,5.9,5.8,https://www.youtube.com/watch?v=5LitDGyxFh4,0.22,0.04,0.0,0.07,0.07,0.07,0.3,0.07,0.15,0.11,0.0,0.04,0.19
234,5YslJ4ScJKs_183.mp3,G,"37% Energizing, pump-up, 26% Angry, 26% Euphoric, ecstatic, 23% Exciting, 20% Annoying, 14% Joyful, cheerful, 11% Anxious, tense, 9% Proud, strong, 6% Indignant, defiant, 6% Painful, 3% Amusing, 3% Awe-inspiring, amazing, 3% Beautiful, 3% Entrancing, 3% Nauseating, revolting, 3% Transcendent, mystical, 3% Triumphant, heroic",7.0,4.3,4.6,3.9,6.2,4.0,4.9,4.6,3.6,4.2,5.6,https://www.youtube.com/watch?v=5YslJ4ScJKs,0.03,0.2,0.11,0.03,0.0,0.0,0.37,0.0,0.06,0.14,0.0,0.0,0.03
235,5ZQZQfzAnj0_1.mp3,E,"41% Calm, relaxing, serene, 27% Romantic, loving, 27% Tender, longing, 24% Dreamy, 22% Beautiful, 22% Compassionate, sympathetic, 16% Sad, depressing, 11% Entrancing, 8% Bittersweet, 5% Anxious, tense, 3% Amusing, 3% Annoying, 3% Awe-inspiring, amazing, 3% Eerie, mysterious, 3% Erotic, desirous, 3% Transcendent, mystical",4.9,5.9,5.5,5.5,3.6,6.0,5.8,3.1,5.8,6.2,5.0,https://www.youtube.com/watch?v=5ZQZQfzAnj0,0.03,0.03,0.05,0.22,0.41,0.24,0.0,0.03,0.0,0.0,0.16,0.0,0.0
236,5_xWyWVrOPQ_82.mp3,G,"54% Energizing, pump-up, 35% Exciting, 19% Euphoric, ecstatic, 14% Angry, 11% Anxious, tense, 11% Indignant, defiant, 8% Annoying, 8% Proud, strong, 5% Dreamy, 5% Joyful, cheerful, 5% Scary, fearful, 5% Triumphant, heroic, 3% Amusing, 3% Compassionate, sympathetic, 3% Entrancing, 3% Erotic, desirous, 3% Goose bumps, 3% Nauseating, revolting, 3% Transcendent, mystical",6.2,4.6,5.5,4.9,6.5,4.8,6.1,4.7,4.5,4.3,5.5,https://www.youtube.com/watch?v=5_xWyWVrOPQ,0.03,0.08,0.11,0.0,0.0,0.05,0.54,0.03,0.11,0.05,0.0,0.05,0.05
237,5anLPw0Efmo_5.mp3,E,"43% Beautiful, 43% Calm, relaxing, serene, 37% Tender, longing, 31% Compassionate, sympathetic, 31% Sad, depressing, 26% Bittersweet, 20% Dreamy, 17% Romantic, loving, 14% Awe-inspiring, amazing, 6% Entrancing, 6% Proud, strong, 3% Eerie, mysterious, 3% Euphoric, ecstatic, 3% Transcendent, mystical, 3% Triumphant, heroic",5.0,5.9,6.2,5.9,3.1,7.2,5.6,3.0,6.4,6.7,6.8,https://www.youtube.com/watch?v=5anLPw0Efmo,0.0,0.0,0.0,0.43,0.43,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.03
238,5d4oDTDX_8s_43.mp3,G,"39% Energizing, pump-up, 21% Entrancing, 18% Exciting, 14% Erotic, desirous, 11% Annoying, 11% Anxious, tense, 11% Eerie, mysterious, 11% Indignant, defiant, 11% Proud, strong, 7% Awe-inspiring, amazing, 7% Calm, relaxing, serene, 7% Dreamy, 7% Euphoric, ecstatic, 7% Joyful, cheerful, 7% Tender, longing, 4% Amusing, 4% Nauseating, revolting, 4% Romantic, loving, 4% Scary, fearful",4.6,3.9,4.9,3.9,6.1,4.6,4.4,4.6,4.0,4.1,5.5,https://www.youtube.com/watch?v=5d4oDTDX_8s,0.04,0.11,0.11,0.0,0.07,0.07,0.39,0.14,0.11,0.07,0.0,0.04,0.0
239,5fkN73uEMYw_6.mp3,F,"31% Eerie, mysterious, 23% Anxious, tense, 23% Entrancing, 21% Transcendent, mystical, 15% Calm, relaxing, serene, 15% Dreamy, 8% Awe-inspiring, amazing, 8% Energizing, pump-up, 8% Painful, 8% Scary, fearful, 5% Beautiful, 5% Erotic, desirous, 3% Angry, 3% Annoying, 3% Bittersweet, 3% Compassionate, sympathetic, 3% Exciting, 3% Goose bumps, 3% Indignant, defiant, 3% Proud, strong, 3% Tender, longing, 3% Triumphant, heroic",4.8,6.5,5.6,5.1,5.2,5.3,5.1,4.2,5.1,5.6,4.5,https://www.youtube.com/watch?v=5fkN73uEMYw,0.0,0.03,0.23,0.05,0.15,0.15,0.08,0.05,0.03,0.0,0.0,0.08,0.03
240,5xhwsx4k-XY_2377.mp3,E,"43% Calm, relaxing, serene, 29% Compassionate, sympathetic, 29% Romantic, loving, 29% Sad, depressing, 25% Bittersweet, 25% Tender, longing, 14% Beautiful, 11% Dreamy, 7% Erotic, desirous, 7% Euphoric, ecstatic, 4% Amusing, 4% Awe-inspiring, amazing, 4% Energizing, pump-up, 4% Exciting, 4% Joyful, cheerful",3.7,5.9,5.4,5.7,3.9,5.4,4.7,4.0,5.3,4.7,4.9,https://www.youtube.com/watch?v=5xhwsx4k-XY,0.04,0.0,0.0,0.14,0.43,0.11,0.04,0.07,0.0,0.04,0.29,0.0,0.0
241,616.m4a.mp3,C,"43% Anxious, tense, 33% Annoying, 27% Goose bumps, 17% Eerie, mysterious, 17% Painful, 13% Entrancing, 10% Nauseating, revolting, 10% Scary, fearful, 10% Transcendent, mystical, 7% Bittersweet, 3% Awe-inspiring, amazing, 3% Dreamy, 3% Exciting",4.1,4.3,4.0,3.7,5.5,4.3,3.1,5.1,4.4,3.8,3.4,https://www.google.com/search?q=Avey Tare + Panda Bear Penny Dreadfuls,0.0,0.33,0.43,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0
242,61Mgnw-4qm4_14.mp3,G,"36% Energizing, pump-up, 28% Exciting, 25% Annoying, 25% Joyful, cheerful, 22% Amusing, 19% Euphoric, ecstatic, 14% Nauseating, revolting, 11% Calm, relaxing, serene, 6% Anxious, tense, 6% Entrancing, 6% Triumphant, heroic, 3% Beautiful, 3% Bittersweet, 3% Dreamy, 3% Eerie, mysterious, 3% Painful, 3% Proud, strong, 3% Tender, longing, 3% Transcendent, mystical",5.3,4.6,4.9,4.9,3.7,4.3,4.9,4.3,5.3,5.1,4.6,https://www.youtube.com/watch?v=61Mgnw-4qm4,0.22,0.25,0.06,0.03,0.11,0.03,0.36,0.0,0.0,0.25,0.0,0.0,0.06
243,621.m4a.mp3,B,"21% Annoying, 21% Energizing, pump-up, 18% Anxious, tense, 18% Eerie, mysterious, 14% Exciting, 11% Dreamy, 11% Joyful, cheerful, 11% Transcendent, mystical, 7% Amusing, 7% Beautiful, 7% Nauseating, revolting, 4% Calm, relaxing, serene, 4% Entrancing, 4% Erotic, desirous, 4% Euphoric, ecstatic, 4% Goose bumps, 4% Indignant, defiant, 4% Painful, 4% Triumphant, heroic",4.2,4.1,3.8,3.5,5.5,2.9,3.5,5.5,4.3,3.3,3.1,https://www.google.com/search?q=Avey Tare + Panda Bear Someday I'll Grow To Be As Tall As The Giant,0.07,0.21,0.18,0.07,0.04,0.11,0.21,0.04,0.04,0.11,0.0,0.0,0.04
244,686.m4a.mp3,J,"31% Joyful, cheerful, 27% Triumphant, heroic, 23% Beautiful, 19% Calm, relaxing, serene, 19% Dreamy, 19% Energizing, pump-up, 15% Euphoric, ecstatic, 15% Exciting, 15% Romantic, loving, 12% Awe-inspiring, amazing, 4% Amusing, 4% Compassionate, sympathetic, 4% Entrancing, 4% Erotic, desirous, 4% Indignant, defiant, 4% Painful, 4% Proud, strong, 4% Transcendent, mystical",5.0,5.3,5.2,5.4,4.8,5.8,5.9,3.5,6.1,5.6,5.2,"https://www.google.com/search?q=Barry Wordsworth, Capella Istropolitana + Gary Shocker Symphony No. 40 in G minor, K. 550: Molto allegro",0.04,0.0,0.0,0.23,0.19,0.19,0.19,0.04,0.04,0.31,0.0,0.0,0.27
245,690.m4a.mp3,M,"54% Triumphant, heroic, 46% Joyful, cheerful, 35% Proud, strong, 23% Energizing, pump-up, 19% Exciting, 12% Beautiful, 8% Compassionate, sympathetic, 8% Entrancing, 4% Awe-inspiring, amazing, 4% Calm, relaxing, serene, 4% Indignant, defiant, 4% Transcendent, mystical",5.7,6.1,6.1,5.1,4.6,5.5,6.1,3.5,6.1,6.3,6.1,"https://www.google.com/search?q=Barry Wordsworth, Capella Istropolitana + Gary Shocker Symphony No. 41 in C major, K. 551, Jupiter"": Allegro vivace""",0.0,0.0,0.0,0.12,0.04,0.0,0.23,0.0,0.04,0.46,0.0,0.0,0.54
246,691.m4a.mp3,D,"55% Beautiful, 45% Calm, relaxing, serene, 31% Compassionate, sympathetic, 21% Romantic, loving, 17% Bittersweet, 17% Dreamy, 14% Tender, longing, 10% Awe-inspiring, amazing, 10% Entrancing, 10% Triumphant, heroic, 3% Sad, depressing, 3% Transcendent, mystical",5.4,5.6,5.7,5.1,4.2,5.3,5.1,3.5,5.9,6.0,5.3,"https://www.google.com/search?q=Barry Wordsworth, Capella Istropolitana + Gary Shocker Symphony No. 41 in C major, K. 551, Jupiter"": Andante cantabile""",0.0,0.0,0.0,0.55,0.45,0.17,0.0,0.0,0.0,0.0,0.03,0.0,0.1
